supersense_category	text
noun.location	Bellows Falls
noun.act	POSITION
verb.social	DO
noun.quantity	NOTHING
verb.cognition	TAKE
noun.act	ACTION
noun.person	HARM BOTH
noun.person	WAIT FOR EXPLANATION
noun.person	HENRY AKELY
verb.change	deepening
noun.communication	replying
noun.communication	telegram
noun.person	Akeley
noun.act	inquiries
noun.location	Bellows Falls
verb.communication	brought out
verb.communication	shewed
noun.person	sender
noun.communication	handwriting
noun.communication	signature
verb.communication	misspelled
noun.communication	conjectures
noun.state	crisis
verb.stative	stop
verb.communication	elaborate
noun.act	gunfire
noun.person	Brown
noun.artifact	farmyard
noun.person	Akeley
noun.state	business
verb.contact	hang on
verb.social	scare off
noun.person	intruders
verb.social	gave up
noun.communication	secrets
verb.communication	Writing
noun.person	Akeley
verb.communication	renewed
noun.act	offers
noun.act	aid
verb.communication	convince
noun.group	authorities
noun.state	peril
noun.cognition	attitude
verb.communication	led
verb.communication	predict
verb.stative	hold off
verb.change	reconcile
verb.emotion	cherished
noun.location	birthplace
noun.act	studies
verb.cognition	setting
noun.state	turmoil
noun.cognition	doubts
noun.state	sanity
noun.act	exit
noun.time	August
verb.creation	mailed
noun.communication	encouragement
noun.person	Akeley
noun.feeling	terrors
verb.communication	expressed
noun.cognition	belief
noun.time	full moon season
verb.stative	holding
noun.person	creatures
verb.motion	boarding
noun.location	Brattleboro
verb.change	waned
noun.communication	mails
noun.time	Monday
noun.person	Dear Wilmarth
noun.person	P.S.
noun.phenomenon	moonlight
verb.motion	got through
noun.state	Things
verb.contact	landed on
verb.perception	tearing
verb.motion	get on
noun.artifact	ell
verb.perception	buzzing
verb.contact	grazed
noun.location	main line
noun.animal	creatures
verb.motion	got close
verb.motion	divided
verb.motion	steer
noun.artifact	loopholes
noun.act	fire
verb.competition	aimed
noun.artifact	yard
noun.attribute	odour
verb.contact	setting
noun.artifact	panes
noun.artifact	shots
noun.location	Brattleboro
noun.artifact	kennels
verb.communication	drop
verb.emotion	kills
noun.location	AKELEY
noun.person	Akeley
noun.communication	scrawl
verb.emotion	unnerved
noun.act	loss
verb.communication	quote
noun.location	Clouds
noun.state	wane
verb.change	mended
noun.event	barking
verb.communication	drowned out
noun.person	Wilmarth
verb.cognition	amounts to
noun.person	Yuggoth
verb.cognition	propose
noun.location	Brattleboro
noun.communication	phonograph record
noun.substance	black stone
verb.contact	smash
noun.person	Wish
noun.location	Brattleboro
noun.group	board
verb.emotion	holds
verb.motion	slip out
noun.location	Brattleboro
noun.person	prisoner
noun.group	AKELEY
verb.perception	receiving
noun.person	Akeley
noun.state	sanity
noun.communication	substance
verb.stative	gone
noun.attribute	convincingness
noun.person	Akeley
verb.stative	overshadowed
noun.communication	points
verb.communication	brought up
verb.contact	blotted
noun.communication	composition
noun.state	power
verb.possession	give up
noun.location	Brattleboro
noun.communication	Typed
noun.person	Bellows Falls
verb.communication	Tells
verb.perception	Look out
verb.communication	Smash
verb.motion	keep up
verb.change	waning
verb.competition	brace up
noun.attribute	will power
verb.stative	happened
noun.cognition	proof
noun.person	Wilmarth
verb.communication	Brace up
noun.act	shock
noun.artifact	kennel
verb.possession	save
noun.object	woodshed
verb.communication	convince
verb.change	evaporated
noun.object	rivers
noun.event	flood
verb.communication	photograph
noun.plant	woodshed
verb.perception	leave
noun.body	footprints
noun.artifact	knots
noun.artifact	feelers
noun.object	earth
noun.person	Walter Brown
verb.consumption	loafing
noun.location	villages
noun.artifact	shots
verb.motion	Got into
verb.social	hold off
verb.creation	writing
noun.location	Brattleboro P.O.
noun.person	son George Goodenough Akeley
noun.location	176 Pleasant St.
noun.location	Cal
verb.motion	come up
verb.communication	Write
noun.attribute	will power
noun.substance	poison gas
noun.substance	chemicals
verb.social	fixed up
noun.person	sheriff
noun.artifact	madhouse
verb.perception	pay attention
noun.communication	prints
verb.creation	faked
noun.person	policeman
verb.stative	hold off
verb.communication	telephone
noun.person	linemen
noun.event	horrors
verb.body	laughs
verb.social	shunned
noun.person	farmers
verb.motion	come within
noun.quantity	a
noun.artifact	mail
noun.person	#NAME?
verb.cognition	hears
verb.communication	jokes
noun.communication	prints
verb.contact	setting
noun.artifact	pan
noun.person	hermit
noun.group	folks
verb.communication	shew
noun.substance	black stone
noun.artifact	kodak pictures
verb.creation	faked
verb.change	shewing
noun.communication	prints
verb.communication	photographed
noun.communication	shame
noun.artifact	madhouse
verb.cognition	make up
verb.communication	Write
noun.person	son George
verb.contact	smash
verb.change	mix up
noun.person	AKELEY
verb.emotion	plunged
verb.communication	scratched off
noun.communication	advice
noun.communication	encouragement
noun.communication	mail
noun.person	Akeley
noun.location	Brattleboro
noun.group	authorities
verb.communication	adding
noun.communication	phonograph record
verb.communication	convince
noun.group	courts
noun.state	sanity
noun.location	midst
noun.cognition	belief
noun.person	Akeley
verb.stative	was due
noun.person	V. Then
verb.communication	reaching
verb.cognition	typed
noun.feeling	reassurance
verb.communication	marked
noun.communication	drama
verb.communication	quote
verb.stative	preserve
noun.state	flavour
verb.communication	postmarked
noun.person	Bellows Falls
noun.communication	signature
noun.person	beginners
verb.communication	typing
noun.person	tyro
verb.cognition	concluded
noun.person	Akeley
noun.artifact	college
verb.change	relieved
noun.communication	substratum
noun.person	Akeley
noun.act	deliverance
noun.act	rapport
noun.act	reversal
noun.person	Akeley
noun.cognition	attitude
verb.cognition	transcribed
noun.location	Townshend
noun.location	Vermont
noun.time	Sept.
noun.person	Wilmarth
noun.cognition	attitude
noun.communication	descriptions
noun.Tops	phenomena
noun.Tops	phenomena
verb.cognition	establishing
noun.cognition	attitude
noun.person	visitors
verb.social	attempt
noun.communication	exchange
noun.person	messenger
verb.communication	hasten
verb.communication	shewed
verb.cognition	misjudged
verb.cognition	misinterpreted
verb.stative	maintaining
noun.communication	legends
noun.location	connexion
noun.object	earth
noun.cognition	misconception
verb.creation	moulded
noun.attribute	backgrounds
noun.cognition	habits
verb.creation	dream
noun.communication	conjectures
verb.cognition	shot
noun.cognition	mark
noun.communication	guesses
noun.person	farmers
noun.person	Indians
verb.stative	expanding
noun.cognition	estimate
noun.feeling	tendency
verb.emotion	fear
verb.creation	inflicted
noun.animal	alien
noun.Tops	beings
verb.communication	consented
verb.communication	bear
noun.feeling	grudge
verb.social	organised
noun.event	misfortune
verb.cognition	had
noun.location	Vermont
noun.cognition	specimens
noun.person	Walter Brown
verb.emotion	prejudiced
verb.body	harmed
verb.social	wronged
verb.communication	spied
noun.cognition	erudition
noun.person	Hastur
noun.communication	Yellow Sign
verb.cognition	tracking
verb.social	injuring
noun.person	powers
noun.relation	dimensions
noun.person	aggressors
noun.attribute	precautions
verb.social	directed
noun.group	Outer Ones
noun.person	emissaries
noun.act	molestation
noun.relation	rapport
noun.artifact	inventions
noun.artifact	devices
noun.cognition	motions
noun.group	Outer Ones
noun.artifact	outposts
noun.person	beings
noun.person	leaders
noun.state	perils
noun.communication	modus
verb.contact	enslave
verb.social	degrade
noun.time	beginning
noun.relation	rapport
noun.person	Outer Ones
noun.person	interpreter
noun.object	earth
verb.communication	called upon
verb.change	transcending
verb.cognition	regard as
noun.cognition	experience
verb.competition	besieged
verb.change	reverted
noun.act	occupation
noun.state	boon
noun.act	adventure
noun.person	mortals
noun.person	Outer Beings
noun.object	cosmos
noun.Tops	life
noun.body	forms
noun.cognition	variants
verb.consumption	applied
verb.cognition	composing
noun.substance	chlorophyll
noun.substance	system
verb.cognition	differentiate
noun.plant	fungi
noun.group	type
noun.substance	matter
noun.person	electrons
noun.act	vibration
noun.Tops	beings
verb.perception	photographed
noun.artifact	camera films
noun.artifact	emulsion
noun.group	genus
verb.motion	traverse
noun.cognition	variants
noun.act	transpositions
noun.substance	ether
noun.body	Vermont
verb.stative	inhabiting
noun.location	peaks
noun.location	Old World
noun.attribute	resemblance
noun.Tops	life
noun.cognition	structure
noun.relation	kinship
verb.stative	exceeds
noun.Tops	life
noun.person	form
noun.location	hill country
noun.communication	discourse
noun.body	vocal organs
noun.location	abode
noun.location	Neptune
noun.cognition	focussing
verb.social	facilitate
noun.relation	rapport
noun.person	astronomers
noun.location	currents
noun.person	Yuggoth
noun.act	stepping - stone
noun.Tops	beings
verb.stative	inhabits
noun.object	abysses
noun.attribute	reach
noun.time	space
noun.time	time globule
verb.cognition	recognise
noun.substance	atom
noun.state	infinity
noun.attribute	infinity
noun.animal	human brain
verb.contact	opened up
noun.group	human race
noun.communication	raving
noun.person	Wilmarth
verb.emotion	appreciate
verb.cognition	stumbled upon
verb.possession	share
verb.communication	go on
verb.communication	rescinding
verb.emotion	inviting
noun.time	college term
verb.change	opens
verb.contact	Bring
noun.communication	phonograph record
verb.contact	piecing
noun.communication	kodak
verb.communication	mislaid
noun.artifact	negatives
verb.possession	supplement
noun.artifact	additions
verb.communication	hesitate
verb.motion	come along
noun.location	Brattleboro
noun.cognition	conjecture
verb.communication	get to
noun.artifact	train service
noun.location	Brattleboro
noun.group	table
noun.group	B. & M.
noun.location	Greenfield
verb.communication	suggest
verb.motion	gets into
noun.location	Greenfield
verb.motion	leaves
verb.social	reaches
noun.location	Brattleboro
noun.time	date
verb.communication	Pardon
noun.communication	handwriting
noun.attribute	stretches
noun.artifact	Corona
noun.location	Brattleboro
verb.cognition	Awaiting
verb.cognition	hoping
noun.communication	phonograph record
noun.communication	prints
noun.person	HENRY W. AKELEY
noun.person	Albert N. Wilmarth
noun.location	Esq
noun.group	Miskatonic University
noun.location	Arkham
noun.location	Mass.
verb.change	re
verb.cognition	pondering
verb.emotion	relieved
verb.communication	expresses
